membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,vehicle,total_cost,mean_total_cost,total_members_in_household
9028,6325133,"60-69,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,UNKNOWN,2816,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,55,61.25,1.875,0,0,0,0,0,0,0,1.0,0,1.0,39.125,2.0,0.0,3.0,9.0,,4.0,,0.0,,,,,,,,,0.0,1.0,15.0,0.0,10.0,480.0,0.0,530.0,186.0,0.0,0.0,23.25,0.0,0.0,25.0,1010.0,126.25,UNKNOWN UNKNOWN,313.0,39.125,4
9037,3012874,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,LINCOLN,MKZ,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,8,89.8,0.0,0,0,0,0,0,0,0,0.0,0,,42.4,,,,,0.0,,,,,3.0,4.0,6.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,LINCOLN MKZ,212.0,42.4,2
9042,19507772,"90-99,999",CANCELLED,RI,650-699,MEMBERS REQUEST,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,96.0,15.0,0,1,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,,2.0,,3.0,,0.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
9083,7499848,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2888,FORD,ESCAPE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,70.0,7.5,0,0,0,0,0,0,0,0.0,0,2.0,26.5,1.0,0.0,,2.0,,1.0,,0.0,,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,FORD ESCAPE,53.0,26.5,2
9093,6963659,"90-99,999",ACTIVE,RI,650-699,UNKNOWN,AUTO RENEW,PLUS MEMBERSHIP,2904,HONDA,ACCORD,HISPANIC - HISPANIC ORIGIN,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,70.0,9.0,0,0,0,0,0,0,0,1.0,1,1.0,70.925,6.0,0.0,,2.0,,3.0,,0.0,,,,,,,,,2.0,1.0,2.0,0.0,0.0,117.7,0.0,0.0,111.85,30.0,0.0,55.925,15.0,0.0,2.0,117.7,58.85,HONDA ACCORD,141.85,70.925,1
9096,20069980,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2861,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,UNKNOWN,+40 YEARS,0,47,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,1.0,10.0,5.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
9130,12115707,"40-49,999",CANCELLED,RI,700-749,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2889,SUBARU,CROSSTREK,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,POST-WAR (< 1948),+40 YEARS,0,47,87.0,10.0,0,0,0,0,0,0,0,1.0,0,2.0,27.5,1.0,0.0,2.0,5.0,0.0,2.0,,0.0,,3.0,10.0,5.0,9.0,,,,0.0,0.0,0.0,8.0,4.0,0.0,344.0,212.0,165.0,0.0,0.0,27.5,0.0,0.0,12.0,556.0,92.666667,SUBARU CROSSTREK,165.0,27.5,3
9153,18820802,UNKNOWN,CANCELLED,RI,UNKNOWN,NO LONGER DRIVING,NOTICE,UNKNOWN,2861,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,POST-WAR (< 1948),+40 YEARS,0,47,90.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,5.0,10.0,5.0,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
9157,12320892,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2915,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BETWEEN 21 & 30 YEARS,2,27,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
9161,14854214,"70-79,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2882,DODGE,RAM 50,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,FULL POCKETS  EMPTY NESTS,BOURGEOIS PROSPERITY,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,70.0,11.25,0,0,0,0,0,0,0,0.0,0,1.0,39.75,2.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,,1.0,12.0,2.0,4.0,,1.0,,2.0,1.0,0.0,0.0,3.0,0.0,0.0,159.0,159.0,0.0,0.0,39.75,0.0,0.0,3.0,159.0,39.75,DODGE RAM 50,159.0,39.75,2
9175,8521646,"40-49,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2914,HONDA,CR-V,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,MID-SCALE MEDLEY,HARD WORKING BLUE COLLAR,CULTURAL CONNECTIONS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,58.3333,5.0,0,0,0,0,0,0,0,,0,2.0,0.0,3.0,0.0,,5.0,0.0,5.0,2.0,0.0,,6.0,28.0,5.0,15.0,,15.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HONDA CR-V,0.0,0.0,3
9209,7784342,"50-59,999",CANCELLED,RI,750-799,NON-PAYMENT,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),BETWEEN 11 & 15 YEARS,1,47,90.5,4.0,0,0,0,0,0,1,0,,1,1.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,,0.0,,2.0,11.0,7.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
9225,2358050,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2904,TOYOTA,RAV4,HISPANIC - HISPANIC ORIGIN,HOME OWNER,UNKNOWN,SFDU,FEMALE,UNKNOWN,PROFESSIONAL - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,52,50.0,29.4,1,0,0,0,1,1,0,1.0,0,2.0,40.4,6.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,,2.0,1.0,1.0,1.0,,10.0,,0.0,3.0,0.0,4.0,4.0,0.0,235.4,166.0,202.0,0.0,0.0,40.4,0.0,0.0,8.0,401.4,80.28,TOYOTA RAV4,202.0,40.4,3
9229,75277460,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2828,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,UNKNOWN,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,91.0,0.0,0,0,0,0,0,0,0,1.0,0,1.0,15.25,1.0,,3.0,1.0,,4.0,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,30.5,0.0,30.5,0.0,0.0,15.25,0.0,0.0,1.0,30.5,15.25,UNKNOWN UNKNOWN,30.5,15.25,2
9233,7658052,"150 - 174,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,UNKNOWN,2864,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,POST-WAR (< 1948),+40 YEARS,0,47,72.0,10.0,0,0,0,0,0,0,0,,0,4.0,0.0,1.0,0.0,1.0,10.0,0.0,4.0,2.0,0.0,,,7.0,3.0,6.0,4.0,15.0,,,0.0,0.0,1.0,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.5,39.75,UNKNOWN UNKNOWN,0.0,0.0,2
9247,6850485,"30-39,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,UNKNOWN,2860,UNKNOWN,UNKNOWN,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,MID-SCALE MEDLEY,HARD WORKING BLUE COLLAR,CULTURAL CONNECTIONS,POST-WAR (< 1948),+40 YEARS,0,47,53.0,15.0,0,0,0,0,0,0,0,0.0,0,2.0,28.5,3.0,0.0,2.0,8.0,0.0,5.0,2.0,0.0,,,28.0,5.0,15.0,,9.0,,0.0,4.0,0.0,2.0,4.0,0.0,65.0,167.0,85.5,0.0,0.0,28.5,0.0,0.0,6.0,232.0,77.333333,UNKNOWN UNKNOWN,85.5,28.5,2
9278,6372596,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2904,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,67.0,10.0,0,0,0,0,0,0,0,,0,2.0,0.0,1.0,0.0,1.0,1.0,,2.0,,0.0,,2.0,,,,,,,,1.0,0.0,2.0,0.0,0.0,68.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.43,22.81,UNKNOWN UNKNOWN,0.0,0.0,3
9283,3402440,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2816,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,47,89.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
9299,6605611,"40-49,999",CANCELLED,RI,650-699,NON-PAYMENT,NOTICE,UNKNOWN,2860,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,47,94.0,15.0,0,0,0,0,0,0,0,,0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,3.0,2.0,0.0,,1.0,6.0,1.0,3.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
9305,3897086,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,UNKNOWN,2857,UNKNOWN,UNKNOWN,ASIAN - UNKNOWN,HOME OWNER,SOME COLLEGE,SFDU,MALE,UNKNOWN,MANAGEMENT - INFERRED,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,60.25,11.25,0,0,0,0,0,1,0,0.0,0,2.0,23.8375,15.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,1.0,8.0,2.0,2.0,,5.0,,2.0,4.0,0.0,4.0,0.0,0.0,190.7,0.0,95.35,0.0,0.0,23.8375,0.0,0.0,4.0,190.7,47.675,UNKNOWN UNKNOWN,95.35,23.8375,3
9346,2776461,"60-69,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2914,UNKNOWN,UNKNOWN,HISPANIC - HISPANIC ORIGIN,HOME OWNER,UNKNOWN,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,47,56.75,6.0,0,1,0,0,0,0,0,1.0,0,1.0,33.75,6.0,0.0,2.0,9.0,2.0,2.0,2.0,0.0,,9.0,15.0,8.0,13.0,,7.0,,2.0,4.0,0.0,2.0,2.0,0.0,117.7,106.0,135.0,0.0,0.0,33.75,0.0,0.0,4.0,223.7,55.925,UNKNOWN UNKNOWN,135.0,33.75,3
9355,5334294,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2806,FORD,F-150,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BABY BOOMERS (1948 - 1968),BETWEEN 6 & 10 YEARS,3,24,67.75,0.0,0,0,0,0,0,0,0,0.0,0,,27.55,,,,,,,,,,1.0,,,,,,,0.0,1.0,1.0,3.0,6.0,53.0,176.55,183.0,192.85,0.0,0.0,27.55,0.0,0.0,10.0,412.55,58.935714,FORD F-150,192.85,27.55,5
9356,1919105,UNKNOWN,CANCELLED,RI,UNKNOWN,CANCELLED DO NOT RENEW,NOTICE,UNKNOWN,2878,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BETWEEN 31 & 40 YEARS,5,39,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,7.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
9360,1686495,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2919,TOYOTA,CAMRY,UNKNOWN,HOME OWNER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GENERATION X (1969 - 1980),BETWEEN 21 & 30 YEARS,2,41,50.25,5.25,0,1,0,0,0,0,0,1.0,0,1.0,48.54375,,0.0,,1.0,,2.0,,,,,,,,,,,0.0,4.0,5.0,0.0,8.0,269.9,0.0,499.51,388.35,0.0,0.0,48.54375,0.0,0.0,13.0,769.41,96.17625,TOYOTA CAMRY,388.35,48.54375,3
9376,8047151,250K+,ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2806,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,86.8,3.0,0,0,0,0,0,0,0,0.0,1,1.0,42.4,1.0,0.0,3.0,13.0,,1.0,,0.0,,2.0,,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,848.0,212.0,0.0,0.0,42.4,0.0,0.0,16.0,848.0,169.6,UNKNOWN UNKNOWN,212.0,42.4,2
9382,589756,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,AUTO RENEW,UNKNOWN,2889,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,MIDDLE MANAGEMENT,MANAGEMENT - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,58.3333,9.1429,1,0,0,0,1,1,0,1.0,0,2.5714,18.857143,1.0,0.0,1.0,9.0,0.0,2.0,2.0,0.0,,6.0,4.0,6.0,5.0,6.0,5.0,,0.0,4.0,0.0,3.0,0.0,0.0,176.55,0.0,132.0,0.0,0.0,18.857143,0.0,0.0,3.0,176.55,25.221429,UNKNOWN UNKNOWN,132.0,18.857143,5
9396,19165313,UNKNOWN,CANCELLED,RI,UNKNOWN,CANCELLED DO NOT RENEW,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MID-SCALE MEDLEY,HARD WORKING BLUE COLLAR,CULTURAL CONNECTIONS,POST-WAR (< 1948),+40 YEARS,0,47,89.5,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,12.0,28.0,5.0,15.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
9401,3172516,"175 - 199,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2888,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,47,73.0,7.5,0,1,0,0,0,0,0,0.0,1,1.0,26.5,2.0,0.0,3.0,7.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,13.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,53.0,26.5,2
9412,43800747,"40-49,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2893,HONDA,CIVIC,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,HOMEOWNER,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,47,69.0,11.25,0,0,0,0,0,1,0,1.0,0,1.0,29.425,1.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,,12.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,117.7,111.85,117.7,0.0,0.0,29.425,0.0,0.0,4.0,229.55,57.3875,HONDA CIVIC,117.7,29.425,4
9414,2435873,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2904,DODGE,GRAND CARAVAN,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,MIDDLE MANAGEMENT,MANAGEMENT - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,47,67.7143,15.0,1,1,0,0,1,0,0,1.0,1,1.0,46.714286,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,6.0,15.0,,0.0,1.0,0.0,6.0,19.0,0.0,198.0,1077.2,327.0,0.0,0.0,46.714286,0.0,0.0,25.0,1275.2,182.171429,DODGE GRAND CARAVAN,327.0,46.714286,2
9427,15619923,"90-99,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2916,LINCOLN,CONTINENTAL,MIDDLE EASTERN - ARAB,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,47,84.75,1.0,0,0,0,0,0,0,0,1.0,0,2.0,37.4,5.0,0.0,3.0,2.0,0.0,3.0,,0.0,,16.0,2.0,2.0,2.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,187.0,0.0,0.0,37.4,0.0,0.0,1.0,28.0,5.6,LINCOLN CONTINENTAL,187.0,37.4,3
9439,13632282,UNKNOWN,CANCELLED,RI,UNKNOWN,NO LONGER DRIVING,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIAPERS AND DEBIT CARDS,HARD WORKING BLUE COLLAR,FAMILIES IN MOTION,POST-WAR (< 1948),+40 YEARS,0,47,94.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,5.0,51.0,5.0,18.0,,,,,0.0,2.0,1.0,1.0,106.0,45.25,45.25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,196.5,196.5,UNKNOWN UNKNOWN,0.0,0.0,1
9453,751329,"100-149,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2874,NISSAN,ALTIMA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,COMPLETED COLLEGE,SFDU,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,POST-WAR (< 1948),+40 YEARS,0,47,61.0,12.5,0,0,0,0,0,1,0,1.0,0,3.0,37.283333,2.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,,,7.0,3.0,6.0,2.0,9.0,,2.0,3.0,3.0,2.0,4.0,162.1,117.7,205.22,223.7,0.0,0.0,37.283333,0.0,0.0,9.0,485.02,80.836667,NISSAN ALTIMA,223.7,37.283333,4
9539,8722302,"10-19,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2916,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,RENTER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,47,77.6667,2.1667,0,0,0,0,0,1,0,0.0,1,1.2,21.208333,15.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,,13.0,15.0,8.0,13.0,2.0,2.0,,2.0,1.0,0.0,4.0,4.0,0.0,122.0,112.0,127.25,0.0,0.0,21.208333,0.0,0.0,8.0,234.0,39.0,UNKNOWN UNKNOWN,127.25,21.208333,3
9572,16817529,"60-69,999",ACTIVE,RI,650-699,UNKNOWN,AUTO RENEW,BASIC MEMBERSHIP,2861,TOYOTA,CAMRY,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,MALE,RETIRED,RETIRED - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,47,84.0,12.0,0,1,0,0,0,0,1,0.0,1,1.0,32.5,2.0,0.0,,9.0,2.0,3.0,2.0,0.0,,,1.0,1.0,1.0,1.0,3.0,,0.0,0.0,1.0,0.0,0.0,32.5,0.0,0.0,32.5,0.0,0.0,32.5,0.0,0.0,1.0,32.5,32.5,TOYOTA CAMRY,32.5,32.5,1
